Quadrilateral Vertex: [ x y z ] , Closest Triangle Face Vertices: [ x y z ]
[-29.5173 -49.0277 769.3   ] , [ -29.144199 -48.416698 768.510986 ] [ -29.291 -50.429199 768.487976 ] [ -29.194099 -48.361698 770.039978 ]
[ 45.3976 -44.7818 767.622 ] , [ 45.262501 -44.6478 768.03302 ] [ 45.140999 -45.679001 767.559998 ] [ 44.057598 -44.770599 766.888977 ]
[-30.0208 -46.3629 768.003 ] , [ -29.590099 -46.351398 768.955994 ] [ -30.371401 -46.422798 767.849976 ] [ -29.4601 -47.431702 768.059998 ]
[ 39.0512 -43.9186 766.094 ] , [ 39.516998 -43.165798 766.655029 ] [ 39.005199 -44.682098 766.06897 ] [ 38.989101 -43.455399 766.127991 ]
[ 21.5619   -4.34083 765.745  ] , [ 21.391399 -5.05365 765.815002 ] [ 21.8957 -3.96598 765.570984 ] [ 20.934099 -5.22838 766.544983 ]
[-13.273    -3.21099 772.727  ] , [ -14.1815 -3.89921 770.97699 ] [ -13.7283 -3.8379 773.13501 ] [ -13.3541 -2.27666 772.716003 ]
[-12.4839    1.79785 771.382  ] , [ -12.3087 2.48982 770.353027 ] [ -12.4382 1.31707 771.866028 ] [ -11.3292 3.79293 771.460999 ]
[ 23.7463  10.9511 765.649 ] , [ 24.155001 10.4482 765.466003 ] [ 24.132401 10.8996 764.630981 ] [ 23.515699 10.9921 766.119995 ]
[-19.6837  39.5736 766.787 ] , [ -19.785101 38.2052 766.745972 ] [ -20.1077 39.769901 767.627014 ] [ -19.534201 39.786301 765.911011 ]
[ 28.6331  47.4266 767.818 ] , [ 28.7943 48.695099 766.877014 ] [ 29.0665 47.341 768.827026 ] [ 28.5982 47.389599 766.908997 ]
[-26.9196  48.9426 767.231 ] , [ -25.6392 49.6884 765.624023 ] [ -26.806499 49.3256 767.666992 ] [ -27.4606 49.9902 766.765015 ]
[ 33.2501  59.0086 764.309 ] , [ 33.010201 58.124298 764.963989 ] [ 32.625702 59.0527 763.245972 ] [ 33.416 59.304401 764.536987 ]
[-27.9979  60.0796 767.359 ] , [ -26.6318 59.7514 766.210022 ] [ -28.5763 60.2257 767.177979 ] [ -26.8972 58.901199 767.867981 ]
[-15.9476 -53.9437 770.57  ] , [ -16.184799 -52.597301 772.642029 ] [ -18.063801 -54.236301 770.255981 ] [ -14.8764 -54.166 770.161011 ]
[-18.5454 -56.8833 766.237 ] , [ -17.4678 -55.6689 768.036987 ] [ -20.8999 -56.851501 766.416992 ] [ -16.953899 -57.145302 765.768982 ]
[-14.6169 -56.0478 767.372 ] , [ -15.5874 -56.653301 766.388 ] [ -13.8586 -56.927898 766.127014 ] [ -14.0477 -55.550598 768.268005 ]
[ 42.2155 -55.5973 765.523 ] , [ 41.465099 -56.254299 765.250977 ] [ 43.084499 -55.431499 764.853027 ] [ 42.652599 -55.182201 765.952026 ]
[ 37.9068 -55.8271 768.219 ] , [ 37.781601 -56.565899 767.026001 ] [ 39.109501 -55.4529 768.700989 ] [ 36.674702 -54.267502 770.411987 ]
[ -5.70529 -56.2667  766.841  ] , [ -2.73753 -56.826599 765.958008 ] [ -5.38018 -55.695499 767.572021 ] [ -5.91097 -56.5103 766.377014 ]
[ -7.31053 -54.1218  769.852  ] , [ -7.30005 -55.3354 768.211975 ] [ -6.00299 -53.974701 770.221008 ] [ -8.90735 -54.1698 770.062988 ]
[-27.9353 -54.3038 767.588 ] , [ -28.100201 -53.403999 769.172974 ] [ -28.303801 -54.105499 767.489014 ] [ -27.6297 -54.966801 767.695007 ]
[-30.8647 -44.193  766.62  ] , [ -32.028702 -44.377102 767.270996 ] [ -31.8951 -44.201401 766.44397 ] [ -31.612301 -45.372002 766.338989 ]
[-24.8663 -34.8245 762.746 ] , [ -23.764601 -34.574799 762.169006 ] [ -24.994101 -35.071899 763.130981 ] [ -24.997499 -34.254299 761.78302 ]
[ 36.0433 -26.095  764.862 ] , [ 36.086201 -26.857401 765.763977 ] [ 36.384899 -26.315701 764.48999 ] [ 36.757401 -24.899401 764.86499 ]
[-30.3302 -20.1804 769.247 ] , [ -30.6889 -19.994699 768.291992 ] [ -29.007099 -20.563499 769.270996 ] [ -30.283501 -19.1633 768.955994 ]
[ 23.2845   -6.48653 772.511  ] , [ 23.5394 -6.34027 772.023987 ] [ 21.9018 -6.14034 773.30603 ] [ 22.914301 -6.3025 774.111023 ]
[ 26.6648   -7.38083 770.244  ] , [ 26.707199 -7.41184 770.357971 ] [ 26.3071 -7.18582 768.176025 ] [ 25.435101 -6.9789 768.789978 ]
[-12.714    7.8204 770.602 ] , [ -12.4773 7.15199 770.271973 ] [ -12.5399 8.91251 772.304993 ] [ -12.6351 8.52233 770.732971 ]
[ -1.57205  15.41    765.716  ] , [ -1.21356 15.3011 766.086975 ] [ -2.06087 15.6838 764.835022 ] [ -2.27294 14.4168 766.846008 ]
[-13.3803  15.7236 766.211 ] , [ -13.2598 15.2693 765.523987 ] [ -12.7804 14.7729 766.867981 ] [ -12.8283 16.2048 766.140991 ]
[-13.3251  12.1218 768.301 ] , [ -13.904 12.729 767.872986 ] [ -13.1612 11.4773 768.080017 ] [ -13.9837 13.1138 769.231018 ]
[ 16.253   16.0163 768.29  ] , [ 16.1243 15.9132 768.007019 ] [ 17.431101 16.926001 770.674988 ] [ 16.9387 15.8852 769.669983 ]
[-22.2628  45.3143 767.388 ] , [ -22.8605 45.372002 768.16803 ] [ -22.2334 46.003399 766.367004 ] [ -21.9214 45.183399 767.013977 ]
[ 27.2643  43.9493 767.889 ] , [ 25.9158 44.2967 765.65802 ] [ 27.6259 44.0289 768.461975 ] [ 27.1464 43.593201 767.40802 ]
[-13.5263  48.9112 766.072 ] , [ -13.8153 49.423801 765.575012 ] [ -14.5896 48.570499 766.760986 ] [ -12.3209 48.9035 763.58197 ]
[-27.9408  52.9763 765.451 ] , [ -27.164301 52.518299 765.619995 ] [ -28.035801 52.489201 766.346008 ] [ -27.987301 53.901299 764.380005 ]
[ 18.8703  51.7033 768.43  ] , [ 19.1735 52.0424 768.083984 ] [ 17.8599 51.631599 767.039978 ] [ 19.008499 50.719002 768.38501 ]
[ 15.852   50.3034 765.944 ] , [ 15.8504 49.265999 765.79303 ] [ 16.7994 50.7896 766.23999 ] [ 14.7445 50.284801 764.526978 ]
[-17.6974  53.4989 764.836 ] , [ -17.4527 53.5326 764.330994 ] [ -19.530701 54.5578 765.56897 ] [ -17.0096 52.616299 765.513 ]
[-29.1844 -50.3281 765.571 ] , [ -29.3428 -50.798801 764.843018 ] [ -30.488701 -49.643101 764.932983 ] [ -29.3368 -49.858601 764.677979 ]
[ 43.3595 -45.3811 765.864 ] , [ 42.591599 -45.698101 765.338989 ] [ 43.628899 -45.286098 766.29303 ] [ 43.424599 -45.8951 765.291016 ]
[-31.3841 -27.9136 763.991 ] , [ -31.491699 -27.538 764.05603 ] [ -31.4142 -28.471001 763.307007 ] [ -30.4321 -28.993799 765.125977 ]
[ 34.2512 -13.3011 767.192 ] , [ 34.546501 -13.3958 766.513977 ] [ 33.7094 -13.3333 767.510986 ] [ 35.748901 -14.9324 766.901001 ]
[ 24.5117   -6.70092 767.772  ] , [ 24.0235 -7.56878 767.155029 ] [ 24.633499 -6.99578 768.651001 ] [ 25.1947 -7.28702 766.781982 ]
[-1.34432e+01 -1.40631e-01  7.68334e+02] , [ -13.679 -0.819755 767.924988 ] [ -13.1254 0.573888 769.879028 ] [ -12.7505 2.4769 768.823975 ]
[-13.9912   -5.32813 768.841  ] , [ -14.7934 -5.78831 767.64502 ] [ -14.8148 -6.12791 768.695984 ] [ -14.5593 -5.13191 769.905029 ]
[  5.11049  15.9405  766.072  ] , [ 5.56102 15.2587 765.601013 ] [ 6.70363 15.7664 766.887024 ] [ 5.62882 16.253599 765.583984 ]
[  1.56822  15.5698  765.851  ] , [ 1.06055 16.5222 764.577026 ] [ 1.7137 14.9803 766.736023 ] [ 1.50243 16.906 763.804016 ]
[-16.7822  33.8705 766.572 ] , [ -18.088699 34.0154 766.432007 ] [ -18.2754 34.550701 766.310974 ] [ -17.5916 33.263599 766.083008 ]
[ -5.94982  28.503   768.543  ] , [ -5.01474 26.903999 768.02301 ] [ -5.16564 28.9524 767.544006 ] [ -5.88009 28.5415 768.895996 ]
[ -5.67594  32.2543  766.395  ] , [ -6.1513 32.2687 767.030029 ] [ -5.64554 31.318501 766.66803 ] [ -4.64713 32.5214 764.301025 ]
[ 16.0302  46.4044 767.744 ] , [ 15.6532 45.367901 768.382996 ] [ 17.267 46.732601 769.012024 ] [ 16.353701 47.968899 767.008972 ]
[ 13.038   45.2553 765.546 ] , [ 13.8788 47.217602 765.033997 ] [ 12.3186 45.8223 764.572021 ] [ 13.4776 44.3186 766.857971 ]
[ 29.3371  51.6043 764.387 ] , [ 28.9604 51.428699 764.531982 ] [ 30.0259 52.422298 764.872986 ] [ 29.829599 51.0037 765.080017 ]
[ 23.1355  56.6987 767.329 ] , [ 24.084499 57.476002 767.109985 ] [ 23.5082 57.882099 765.419006 ] [ 22.4732 56.279598 767.585999 ]
[ 19.5642  55.2759 765.29  ] , [ 19.7943 55.3382 766.304993 ] [ 21.0264 55.907902 766.29303 ] [ 19.098 55.058201 764.914978 ]
[-22.0778  57.7965 763.507 ] , [ -23.0746 58.892799 763.583984 ] [ -22.205999 57.769299 764.554993 ] [ -21.3347 57.8992 763.015991 ]
[-25.0467  59.3149 765.549 ] , [ -24.507601 58.681099 765.846008 ] [ -23.819799 59.466702 763.492981 ] [ -26.6318 59.7514 766.210022 ]
[-23.958   56.3545 768.612 ] , [ -23.806601 57.005001 767.687012 ] [ -26.264 57.114799 769.794006 ] [ -23.910801 55.725201 769.16803 ]
[ 26.2252 -57.447  766.094 ] , [ 26.9034 -57.606998 765.817017 ] [ 26.182199 -56.618 767.231018 ] [ 24.683399 -57.448399 766.052002 ]
[ 44.9643 -52.4228 765.33  ] , [ 45.142502 -52.639301 766.382019 ] [ 44.780499 -52.669998 764.781006 ] [ 45.523899 -51.885101 765.713989 ]
[-28.1686 -40.3917 764.779 ] , [ -27.7381 -40.206402 764.968994 ] [ -28.149099 -41.0401 764.213013 ] [ -28.7906 -40.541302 764.825012 ]
[ 36.3205 -39.9072 763.175 ] , [ 36.064701 -39.884899 763.557007 ] [ 36.192402 -40.655399 763.096985 ] [ 35.770699 -38.178299 762.958008 ]
[-32.5966 -22.1647 765.86  ] , [ -32.851601 -21.8333 765.687012 ] [ -32.401901 -24.48 765.041992 ] [ -31.9123 -23.3517 767.030029 ]
[ 35.3771 -19.6716 765.834 ] , [ 35.787701 -19.7309 765.174988 ] [ 35.7901 -19.0599 765.031006 ] [ 35.353199 -19.750099 765.971008 ]
[ 34.7709 -22.5039 768.302 ] , [ 33.751999 -22.507799 768.86499 ] [ 34.4137 -23.9191 768.869995 ] [ 34.824402 -21.9053 767.593994 ]
[-31.3811 -16.3694 766.572 ] , [ -31.7134 -16.498899 766.791992 ] [ -31.2953 -15.4751 766.614014 ] [ -32.258999 -16.208599 765.312988 ]
[-18.5163   -6.14075 767.342  ] , [ -17.388 -6.69109 766.051025 ] [ -19.5308 -5.09989 766.028992 ] [ -18.614901 -7.22613 765.835999 ]
[-17.1321   -1.32184 766.593  ] , [ -17.498301 -1.7674 766.565002 ] [ -16.741899 -1.64223 766.468994 ] [ -18.0963 -0.404961 766.625 ]
[-20.3611   -2.27794 766.365  ] , [ -20.028601 -2.25304 766.434021 ] [ -20.900499 -0.610794 766.088013 ] [ -20.968 -2.38749 766.075989 ]
[-21.4982   -7.26665 764.385  ] , [ -20.793699 -7.92269 764.383972 ] [ -21.125999 -6.52499 764.825012 ] [ -21.454399 -7.76078 763.575989 ]
[-12.3575    4.93716 767.13   ] , [ -12.331 5.51495 767.047974 ] [ -12.5679 5.15795 765.625 ] [ -11.5997 5.12836 769.203979 ]
[-13.3974   9.5402 765.755 ] , [ -13.9251 9.34658 765.745972 ] [ -13.4545 10.7347 766.440002 ] [ -13.8725 10.1641 765.39502 ]
[ 22.5076  12.8361 762.814 ] , [ 22.4685 12.7101 762.145996 ] [ 22.2358 12.7734 763.247986 ] [ 22.971201 12.3874 763.419983 ]
[-13.7171  21.8613 766.499 ] , [ -13.3423 21.3358 765.737 ] [ -14.3542 21.7724 768.763977 ] [ -13.8396 23.293699 766.512024 ]
[  7.50133  26.4507  768.309  ] , [ 6.84307 25.715799 766.588013 ] [ 7.68043 25.748501 767.940002 ] [ 7.6775 27.339899 768.947998 ]
[  6.08215  29.4303  764.463  ] , [ 6.62342 29.8881 765.20697 ] [ 5.35807 28.9084 763.437988 ] [ 6.64778 28.8832 765.771973 ]
[  6.56288  25.045   765.525  ] , [ 6.27067 25.223801 765.122009 ] [ 6.82308 24.1227 765.815002 ] [ 6.84307 25.715799 766.588013 ]
[-31.6735  63.7574 767.14  ] , [ -30.8654 62.711601 766.807007 ] [ -32.0093 63.5373 766.794983 ] [ -31.405899 61.402199 768.741028 ]
[-33.931   68.1318 765.572 ] , [ -34.426399 67.711098 765.885986 ] [ -33.689301 67.851402 765.22998 ] [ -35.141399 67.749901 766.138977 ]
[ 34.107  -36.6438 764.589 ] , [ 34.0937 -35.783699 763.335022 ] [ 33.947899 -36.500099 765.234009 ] [ 34.871399 -37.228699 764.072021 ]
[ 23.0076   -6.28305 766.222  ] , [ 21.391399 -5.05365 765.815002 ] [ 20.571699 -6.20406 765.81897 ] [ 21.753599 -6.02617 764.859985 ]
[-22.6589   -3.27664 763.947  ] , [ -22.5599 -3.44015 763.877014 ] [ -22.2248 -2.83877 764.679993 ] [ -22.5702 -2.08919 764.049988 ]
[-22.4861   -9.35621 759.896  ] , [ -21.1591 -10.5767 760.325989 ] [ -21.098101 -9.62944 762.007019 ] [ -22.306 -8.71969 758.883972 ]
[-19.291     2.56783 766.348  ] , [ -18.4639 1.13997 766.565002 ] [ -18.7097 3.61965 766.169006 ] [ -19.5909 2.7478 766.29303 ]
[-22.0041    2.01398 765.44   ] , [ -21.1569 1.89125 765.94397 ] [ -22.2859 2.82628 765.276978 ] [ -22.0191 1.67399 765.510986 ]
[-21.3026    6.80151 765.475  ] , [ -20.6049 5.36948 765.872009 ] [ -20.0383 6.68479 765.716003 ] [ -21.455099 6.89038 765.64801 ]
[ 24.7632  11.4622 761.559 ] , [ 24.093201 11.6365 762.184021 ] [ 24.617399 10.9918 761.291992 ] [ 23.9524 11.7857 759.656006 ]
[ 15.6681  11.8162 767.948 ] , [ 15.7226 11.87 766.969971 ] [ 16.383101 12.135 768.867981 ] [ 15.7305 11.4074 767.919006 ]
[-15.5396  27.5526 766.354 ] , [ -15.3469 27.4321 765.974976 ] [ -15.7408 27.1765 767.127991 ] [ -15.5563 27.7817 766.544983 ]
[ 22.0794  37.7593 765.081 ] , [ 22.583 38.0186 765.752014 ] [ 21.605101 37.299599 765.179016 ] [ 21.4219 38.097301 764.177002 ]
[-11.4752  46.7678 763.364 ] , [ -12.5513 47.988899 764.216003 ] [ -10.2841 44.4622 763.252014 ] [ -11.2231 47.250702 762.710022 ]
[ 31.6546  55.024  764.091 ] , [ 30.5266 54.463402 761.653992 ] [ 31.818001 55.634102 763.812012 ] [ 33.178902 54.918499 765.512024 ]
[ 24.1263  59.2382 763.909 ] , [ 24.305599 59.743401 763.213989 ] [ 22.831699 58.858002 762.630005 ] [ 24.304501 58.803902 764.741028 ]
[-35.2419  61.6266 765.482 ] , [ -35.925999 59.459702 764.16803 ] [ -36.248299 59.233501 765.562012 ] [ -37.5224 59.941399 766.189026 ]
[ 12.0056 -56.2949 766.742 ] , [ 12.3852 -56.547901 766.302002 ] [ 11.4305 -55.4203 767.984009 ] [ 11.0404 -56.017601 767.18103 ]
[  6.68287 -55.2849  768.232  ] , [ 8.57122 -56.158401 766.901001 ] [ 7.05672 -55.004501 768.786987 ] [ 5.60704 -55.5993 767.669006 ]
[  8.39989 -57.3395  765.131  ] , [ 9.36887 -57.852901 764.362976 ] [ 6.65641 -56.392601 766.492004 ] [ 7.45084 -57.3811 765.007996 ]
[-13.075  -58.2339 764.097 ] , [ -12.7791 -57.974602 764.523987 ] [ -14.1376 -58.843498 763.065002 ] [ -12.8882 -59.076698 762.620972 ]
[ -9.33812 -57.262   765.462  ] , [ -9.17464 -57.625198 764.796997 ] [ -8.26168 -56.9398 765.867981 ] [ -10.6737 -56.820999 766.104004 ]
[ 45.1728 -48.8273 765.222 ] , [ 45.7808 -49.217098 766.103027 ] [ 45.772999 -49.292099 764.94397 ] [ 45.569698 -48.575802 765.109985 ]
[ 30.1764   -8.89001 767.693  ] , [ 30.9498 -9.44566 768.26001 ] [ 30.9692 -9.11702 766.609009 ] [ 29.883499 -8.79455 768.867981 ]
[ 32.7866 -10.9826 764.563 ] , [ 33.171001 -11.1306 765.14502 ] [ 32.957901 -10.5952 763.36499 ] [ 32.0341 -9.78998 764.940002 ]
[-25.336  -11.3943 765.18  ] , [ -25.3067 -10.9735 765.737976 ] [ -24.6416 -10.7598 763.784973 ] [ -26.907301 -11.3052 764.726013 ]
[ 27.9851   -7.56884 765.195  ] , [ 28.961901 -7.90444 767.02002 ] [ 29.483601 -8.19226 764.705994 ] [ 27.1989 -7.42897 764.622009 ]
[-16.3656    3.25322 765.535  ] , [ -16.8011 2.45553 765.981995 ] [ -15.7425 3.78364 765.14502 ] [ -17.3808 3.90132 765.698975 ]
[-18.0672    7.01564 765.159  ] , [ -18.780899 6.91293 765.466003 ] [ -17.044701 6.35691 764.921021 ] [ -17.854799 7.19064 765.064026 ]
[-24.1824    1.61399 762.694  ] , [ -23.766701 0.61222 763.083008 ] [ -24.2656 3.92889 762.823975 ] [ -24.104601 1.21336 762.422974 ]
[-24.2802    6.35987 762.474  ] , [ -24.916901 4.24545 760.838013 ] [ -24.271299 5.50086 762.997986 ] [ -24.711 6.95509 762.250977 ]
[  5.46547  19.2     764.114  ] , [ 5.70196 19.683001 764.312988 ] [ 4.8605 18.449301 763.901978 ] [ 6.64934 18.1383 766.232971 ]
[ 15.0156  20.5728 765.388 ] , [ 16.2367 21.2775 765.359009 ] [ 14.9802 20.0394 765.133972 ] [ 15.4643 21.5021 765.041992 ]
[ 14.8263  17.1228 765.011 ] , [ 14.8817 15.3021 765.129028 ] [ 13.9809 16.2043 762.648987 ] [ 14.8967 17.190201 765.106995 ]
[ 15.9533  24.0874 765.595 ] , [ 16.7001 24.5368 765.817017 ] [ 16.620501 23.582199 765.578003 ] [ 15.9411 24.2017 765.187012 ]
[ 20.4233  34.1961 765.206 ] , [ 20.920799 33.652802 766.534973 ] [ 19.6348 33.7701 764.151978 ] [ 20.5814 34.244099 764.828003 ]
[ -5.59727  36.0354  764.066  ] , [ -6.09386 36.715302 764.778015 ] [ -5.23369 35.679298 765.267029 ] [ -5.35892 36.3013 763.320007 ]
[ 23.8568  41.2641 764.841 ] , [ 24.115 40.762501 765.114014 ] [ 23.3494 41.138401 763.882996 ] [ 23.934 41.460602 764.729004 ]
[ 25.2604  44.8532 764.855 ] , [ 25.9158 44.2967 765.65802 ] [ 24.745199 45.363098 763.661987 ] [ 25.243401 45.5443 764.580994 ]
[-23.7052  48.7719 765.022 ] , [ -24.814699 48.400501 766.497986 ] [ -24.7391 49.018398 765.590027 ] [ -23.738199 48.5215 764.549011 ]
[ 33.0708 -54.9043 769.551 ] , [ 33.178299 -55.442699 769.044006 ] [ 34.626099 -55.483898 768.603027 ] [ 32.738098 -54.273998 770.46698 ]
[ 31.2643 -58.2664 764.963 ] , [ 32.4842 -57.742699 765.674988 ] [ 29.5543 -57.429901 766.106018 ] [ 30.334499 -58.669102 764.278015 ]
[ 34.4981 -56.856  766.633 ] , [ 34.905899 -56.816799 766.625977 ] [ 32.960701 -56.372601 767.836975 ] [ 33.727001 -57.353001 766.143005 ]
[ 17.3713 -57.288  765.299 ] , [ 19.527599 -57.2477 765.445007 ] [ 17.725 -56.555801 766.46698 ] [ 16.952499 -58.093601 764.114014 ]
[ 20.9518 -56.0968 767.03  ] , [ 21.8248 -56.246101 766.731995 ] [ 21.7131 -55.111801 768.632996 ] [ 20.194799 -56.0382 767.263 ]
[ -4.04696 -58.2895  763.709  ] , [ -2.47219 -58.696098 763.075012 ] [ -2.71455 -57.8494 764.401001 ] [ -5.68073 -58.470402 763.552002 ]
[-29.4183 -46.7705 764.482 ] , [ -27.963499 -46.9118 764.861023 ] [ -28.972401 -47.6619 764.708008 ] [ -30.3948 -46.4021 764.598022 ]
[-29.6419 -43.8732 763.246 ] , [ -28.929199 -44.541698 763.594971 ] [ -29.611 -43.485001 763.952026 ] [ -29.152599 -43.645802 763.567017 ]
[-28.944  -31.4822 761.339 ] , [ -29.7313 -31.473101 762.13501 ] [ -29.383101 -31.505899 760.651978 ] [ -27.641001 -33.355 761.575012 ]
[-10.8784 -28.2083 760.611 ] , [ -9.62871 -27.7421 761.697021 ] [ -9.27678 -28.429501 761.114014 ] [ -9.71823 -28.608101 761.656982 ]
[-17.6898 -30.966  759.083 ] , [ -19.934299 -30.688999 760.106995 ] [ -19.0536 -29.7616 760.60199 ] [ -18.193701 -31.209499 761.875977 ]
[-30.0479 -13.1731 762.742 ] , [ -30.185699 -13.0651 763.848999 ] [ -28.7796 -11.8971 763.817993 ] [ -30.763 -13.239 761.77002 ]
[ 23.9147   -2.45186 763.461  ] , [ 23.7882 -1.92365 763.953979 ] [ 23.6444 -2.95572 763.741028 ] [ 24.667601 -2.66327 762.388977 ]
[ 24.1379   1.8028 765.534 ] , [ 23.7687 2.76146 766.86499 ] [ 23.7008 1.51564 766.103027 ] [ 24.1495 1.02409 765.026978 ]
[-16.1638    7.22784 763.816  ] , [ -15.7381 7.39369 763.458984 ] [ -16.1096 7.38918 763.88501 ] [ -15.8407 6.38839 764.125977 ]
[-12.85   19.24  764.167] , [ -12.6935 18.8692 763.997009 ] [ -13.0734 19.7257 765.370972 ] [ -12.8461 20.268801 764.44397 ]
[-13.5898  25.2908 764.248 ] , [ -13.477 25.167999 763.505981 ] [ -13.6067 24.902599 764.968994 ] [ -13.3732 25.707199 762.72998 ]
[ 19.2569  30.516  765.054 ] , [ 19.9466 30.0282 766.784973 ] [ 18.943899 30.5886 764.963013 ] [ 20.3242 31.009199 765.789001 ]
[ 17.3663  27.4618 765.477 ] , [ 16.8344 26.555 765.322021 ] [ 16.688999 28.0639 763.950012 ] [ 17.5429 27.569799 765.708008 ]
[ -8.13539  38.0852  766.44   ] , [ -7.62358 38.113201 766.025024 ] [ -9.10505 39.155602 767.244995 ] [ -7.72408 37.122898 767.518982 ]
[-29.7196  55.9008 762.682 ] , [ -29.4568 56.341599 762.221008 ] [ -28.9638 55.0966 763.247986 ] [ -30.391001 55.791 762.947998 ]
[-33.7805  58.9635 763.488 ] , [ -34.060299 58.083698 763.080994 ] [ -34.983799 58.8451 763.484009 ] [ -33.5989 58.881802 762.223022 ]
[-29.5639  63.0494 764.525 ] , [ -29.6681 63.6283 763.890015 ] [ -30.365299 63.644501 764.619995 ] [ -28.7924 61.7901 765.655029 ]
[  3.11027 -56.2382  766.641  ] , [ 3.64135 -57.113499 765.421997 ] [ 3.5905 -55.783699 767.323975 ] [ 2.01412 -56.883099 765.765015 ]
[ 40.6864 -46.5851 764.385 ] , [ 40.305401 -46.899899 763.742981 ] [ 39.8269 -46.221298 764.807007 ] [ 41.213699 -46.2304 764.630981 ]
[ 36.9263 -44.0465 763.555 ] , [ 37.612 -44.532799 763.70697 ] [ 37.001499 -44.176899 763.218994 ] [ 38.330898 -42.814899 763.43103 ]
[ 24.9752    8.87135 761.939  ] , [ 25.037701 8.94039 762.879028 ] [ 25.1791 8.4408 761.453003 ] [ 24.9002 9.82997 762.379028 ]
[-16.7004  10.6444 762.649 ] , [ -16.393999 11.3253 762.106018 ] [ -17.026199 11.0803 763.476013 ] [ -15.8121 10.1634 762.515015 ]
[-19.6763  11.058  762.714 ] , [ -19.6495 11.612 763.750977 ] [ -19.766001 12.2657 762.778015 ] [ -21.6467 11.768 763.182983 ]
[ -4.24294  20.4207  764.726  ] , [ -5.01673 19.5103 766.526978 ] [ -3.99787 20.257099 763.961975 ] [ -3.849 21.2994 763.737976 ]
[-15.5437  31.3821 764.265 ] , [ -15.2947 32.219799 763.880981 ] [ -15.0892 30.7026 764.429016 ] [ -15.5612 30.9531 765.323975 ]
[-17.2133  37.5824 764.292 ] , [ -18.1017 37.228001 765.440002 ] [ -17.234501 37.3372 763.401978 ] [ -17.339199 36.9076 764.278992 ]
[ 16.2768  53.9835 763.114 ] , [ 18.2246 54.655998 764.715027 ] [ 16.189501 54.047798 762.978027 ] [ 16.127199 53.968399 763.357971 ]
[ 29.5564  55.8227 761.345 ] , [ 30.1917 55.853199 761.744995 ] [ 29.5126 55.3932 760.692017 ] [ 29.012899 55.914799 759.997986 ]
[ 32.9824  62.7773 763.809 ] , [ 33.534 63.679798 763.98999 ] [ 33.315102 62.0658 764.947021 ] [ 33.901501 62.067402 764.252991 ]
[  4.80112 -58.3665  763.59   ] , [ 5.90088 -58.250301 763.679016 ] [ 5.0238 -57.741199 764.593994 ] [ 4.06265 -58.7272 762.965027 ]
[ 36.62   -16.5019 763.718 ] , [ 36.854801 -15.9952 762.638 ] [ 36.4105 -15.5573 765.638 ] [ 36.753899 -16.6159 763.961975 ]
[ 25.6462    5.05965 762.124  ] , [ 25.644899 3.66938 761.348022 ] [ 25.390699 4.47055 760.817993 ] [ 25.6591 5.38715 762.310974 ]
[-23.3339  10.7624 760.146 ] , [ -22.9613 11.7585 760.754028 ] [ -24.106899 10.7041 759.151001 ] [ -23.912399 10.753 760.744019 ]
[  2.50213  17.2077  762.28   ] , [ 2.70784 17.105101 762.867981 ] [ 2.31019 18.1439 761.21698 ] [ 1.60909 17.6395 761.898987 ]
[-12.5341  16.6576 762.117 ] , [ -12.2868 17.292999 763.083984 ] [ -12.1151 17.4102 760.781982 ] [ -12.3764 15.4863 761.84198 ]
[-13.7911  13.3441 763.967 ] , [ -13.112 14.0005 763.815002 ] [ -13.2604 13.1468 762.804993 ] [ -13.3647 12.9136 764.369995 ]
[-3.94145e-01  1.72989e+01  7.62658e+02] , [ -1.61336 17.8407 760.952026 ] [ -0.807242 17.208099 763.06897 ] [ 0.334884 17.4646 762.892029 ]
[-11.8942  22.6885 761.847 ] , [ -13.0151 23.218901 761.78302 ] [ -12.2761 22.4984 760.716003 ] [ -12.6398 22.311399 761.825989 ]
[ -3.80999  33.3902  761.47   ] , [ -3.85076 33.695202 762.432983 ] [ -3.92879 33.0144 762.197998 ] [ -3.13878 33.098 760.718018 ]
[ 27.0648  48.323  764.697 ] , [ 26.716499 48.312 764.812988 ] [ 27.3442 49.172901 764.721985 ] [ 27.256399 47.4058 765.724976 ]
[-11.5767  50.5059 760.647 ] , [ -11.8925 51.222198 758.635986 ] [ -12.23 51.208 759.697998 ] [ -11.4585 50.371101 760.872986 ]
[-14.5412  52.0689 762.823 ] , [ -13.5429 51.6054 761.789001 ] [ -15.2177 52.722698 762.124023 ] [ -14.2238 51.410599 763.752014 ]
[-25.3135  52.0405 762.532 ] , [ -25.213499 51.818401 762.775024 ] [ -26.3486 51.909 764.60199 ] [ -24.8929 52.418598 761.880005 ]
[ 22.7408 -58.1567 763.912 ] , [ 23.1089 -58.542 763.255005 ] [ 23.146299 -57.964199 764.257996 ] [ 22.4589 -57.677299 764.559021 ]
[-22.8354 -57.7236 765.282 ] , [ -20.8999 -56.851501 766.416992 ] [ -23.719801 -56.555 766.958008 ] [ -22.8183 -57.934601 764.862 ]
[-27.7143 -56.0053 762.936 ] , [ -28.129801 -55.721298 764.854004 ] [ -28.292801 -55.865002 763.117004 ] [ -27.7714 -56.773701 762.632996 ]
